STATION,STNAME,SHORTNAME,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION,CATCHAREA
229204,YARRA RIVER @ MCVEIGHS,YARRA @ MCVEIGHS,55,404487.600,5827827.700,NULL,-37.691666670,145.916666700,NULL,1,.000,1,N,N,0,1908-04-01,1915-03-31,229,202.00000
229208,ARTHURS CREEK @ STRATHEWEN,ARTHURS @ STRATHEWEN,55,347732.300,5844735.800,NULL,-37.531666670,145.276666700,NULL,1,.000,1,N,N,0,1940-02-15,1963-06-30,229,18.00000
229209,DIAMOND CREEK @ SAINT ANDREWS NORTH,DIAMOND CK,55,350600.300,5840903.100,NULL,-37.566666670,145.308333300,NULL,1,.000,1,N,N,0,1940-02-15,1952-10-31,229,10.00000
229210,CRYSTAL CREEK @ GLENVALE,CRYSTAL CK GLENVALE,55,331938.200,5853496.600,NULL,-37.450000000,145.100000000,NULL,1,.000,1,N,N,0,1944-06-14,1972-09-05,229,10.00000
229211,YARRA RIVER @ YERING,YARRA @ YERING,55,351167.700,5825744.100,NULL,-37.703333330,145.311666700,NULL,1,.000,1,N,N,0,1946-10-18,1964-03-19,229,2140.00000
229212,YARRA RIVER @ MILLGROVE,YARRA @ MILLGROVE,55,381555.100,5820769.700,MGA94,-37.752588890,145.655469400,GDA94,9,140.000,9,N,N,0,1963-04-04,2012-11-01,229,842.00000
229213,DIAMOND CREEK @ WATTLE GLEN,DIAMOND @WATTLE GLEN,55,339477.200,5829780.200,NULL,-37.665000000,145.180000000,NULL,1,.000,1,N,N,0,1963-05-07,1978-07-26,229,250.00000
229214,LITTLE YARRA RIVER @ YARRA JUNCTION,LITTLE YARRA @ JUN.,55,378484.100,5817609.500,MGA94,-37.780661110,145.620088900,GDA94,9,130.000,9,N,N,0,1963-04-05,2004-08-16,229,140.00000
229215,WOORI YALLOCK CREEK @ WOORI YALLOCK,WOORI Y. @ WOORI Y.,55,368764.400,5819013.500,NULL,-37.766666670,145.510000000,NULL,1,.000,1,N,N,0,1963-06-03,1968-08-02,229,311.00000
229216,PLENTY RIVER @ MERNDA,PLENTY @ MERNDA,55,332811.800,5836661.600,MGA94,-37.601819440,145.106038900,GDA94,9,162.000,9,N,N,0,1964-05-05,2011-07-05,229,298.00000
229217,RUNNING CREEK @ ARTHURS CREEK,RUNNING @ ARTHURS,55,343040.500,5843538.500,NULL,-37.541666670,145.223333300,NULL,1,.000,1,N,N,0,1964-09-10,1978-05-23,229,20.00000
229218,WATSONS CREEK @ WATSONS CREEK,WATSONS @ WATSONS,55,346393.600,5829541.600,NULL,-37.668333330,145.258333300,NULL,1,.000,1,N,N,0,1965-04-23,1999-03-10,229,36.00000
229219,MCCRAE CREEK @ BEENAK,MCCRAE @ BEENAK,55,381296.300,5805331.100,NULL,-37.891666670,145.650000000,NULL,1,.000,1,N,N,0,1966-12-07,1976-07-07,229,5.00000
229220,DON RIVER @ LAUNCHING PLACE,DON @ LAUNCH PLACE,55,375904.900,5822638.600,NULL,-37.735000000,145.591666700,NULL,1,.000,1,N,N,0,1967-01-06,1987-06-12,229,18.00000
229221,FALLS CREEK @ UPPER PLENTY,FALLS CREEK @ PLENTY,55,331882.300,5856270.500,NULL,-37.425000000,145.100000000,NULL,1,.000,1,N,N,0,1967-12-21,1974-06-11,229,4.00000
229222,LITTLE YARRA RIVER @ WARBURTON HIGHWAY,LITTLE YARRA RIVER,55,379214.500,5817323.700,NULL,-37.783333330,145.628333300,NULL,1,.000,1,N,N,0,1972-08-28,1982-11-19,229,137.00000
229223,DIAMOND CREEK @ DIAMOND CREEK,DIAMOND @ DIAMOND,55,337433.600,5829000.300,NULL,-37.671666670,145.156666700,NULL,1,.000,1,N,N,0,1975-05-26,1993-09-08,229,271.00000
229224,HODDLES CREEK AT WARBURTON HIGHWAY LAUNCHING PLACE,HODDLES-LAUNCHING PL,55,374683.106,5818017.810,MGA94,-37.776600000,145.577000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-03,NULL,229,NULL
229226,YARRA RIVER AT LAUNCHING PLACE DON ROAD,YARRA @ LAUNCHING PL,55,375385.482,5818172.745,MGA94,-37.775300000,145.585000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-03,NULL,229,NULL
229228,PLENTY RIVER AT HENTY ROAD VIEW BANK,YAPLE0350,55,333029.772,5821385.876,MGA94,-37.739600000,145.105000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229229,KOONUNG CREEK AT BULLEEN,KOONUNG CK-BULLEEN,55,330824.817,5817144.749,MGA94,-37.777400000,145.079000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229231,GARDINERS CREEK AT GLENFERRIE ROAD HAWTHORN,GARDINERS-HAWTHORN,55,326913.546,5810402.617,MGA94,-37.837400000,145.033000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-09,NULL,229,NULL
229236,MULLUM MULLUM CREEK @ RINGWOOD,MULLUM MULLUM CK,55,344400.000,5813700.000,NULL,-37.810714280,145.232347300,NULL,1,.000,1,N,N,0,1996-11-08,1997-11-25,229,.00000
229237,KOONUNG CREEK @ DONCASTER EAST,KOONUNG CK DONCASTER,55,336200.000,5814900.000,NULL,-37.798469780,145.139508600,NULL,1,.000,1,N,N,0,1996-11-14,1998-06-10,229,.00000
229240,MULLUM MULLUM CREEK @ DONVALE,MULLUM MULLUM D'VALE,55,342500.000,5813600.000,AMG66,-37.811289330,145.210750700,NULL,1,.000,1,N,N,0,1996-11-11,1997-11-25,229,.00000
229245,PAULS CREEK D/S HEALESVILLE-YARRA GLEN RD TARRAWARRA,PAULS CK-TARRAWARRA,55,360891.875,5831359.238,MGA94,-37.654400000,145.423000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-07,NULL,229,NULL
229246,STEELS CREEK AT YARRA GLEN-HEALESVILLE ROAD YARRA GLEN,STEELS CK YARRA GLEN,55,357376.992,5830500.249,MGA94,-37.661600000,145.383000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-07,NULL,229,NULL
229248,COCKATOO CREEK AT TSCHAMPIONS ROAD NANGANA,COCKATOO CK-NANGANA,55,370629.610,5806912.080,MGA94,-37.876100000,145.529000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-03,NULL,229,NULL
229250,ANDERSONS CREEK AT EVERARD DRIVE WARRANDYTE,ANDERSON-WARRANDYTE,55,342024.655,5821207.918,MGA94,-37.742800000,145.207000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229251,ARTHURS CREEK AT BURKES BRIDGE HURSTBRIDGE,ARTHURS-HURSTBRIDGE,55,340469.701,5834518.800,MGA94,-37.622614090,145.192272900,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229252,BRUSHY CREEK AT LOWER HOMESTEAD ROAD WONGA PARK,BRUSHY @ WONGA PARK,55,349403.900,5822566.976,MGA94,-37.731800000,145.291000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-07,NULL,229,NULL
229253,DAREBIN CREEK AT CLARK ROAD ALPHINGTON,YADAR0126,55,327307.644,5816794.198,MGA94,-37.779900000,145.039000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-02,NULL,229,NULL
229254,DIAMOND CREEK AT COTTLES BRIDGE,DIAMOND-COTTLES BGE,55,342699.999,5834489.200,MGA94,-37.623265180,145.217528000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229258,OLINDA CREEK AT MCINTYRE LANE YERING,OLINDA CK-YERING,55,355773.676,5826310.262,MGA94,-37.699100000,145.364000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-07,NULL,229,NULL
229259,PLENTY RIVER AT KURRAK ROAD SOUTH MORANG,YAPLE0312,55,332911.705,5831585.044,MGA94,-37.647700000,145.106000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229260,RUFFEY CREEK AT PARKER STREET TEMPLESTOWE,RUFFEY @ TEMPLESTOWE,55,334602.297,5819483.200,MGA94,-37.757025660,145.122405100,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229265,CEMENT CREEK EAST BRANCH D/S ROAD 18 CROSSING,CEMENT C EAST BRANCH,55,389362.000,5825313.000,NULL,-37.712626250,145.744760400,NULL,1,280.000,1,N,N,0,2002-05-16,2006-02-20,229,.00000
229266,CEMENT CREEK WEST BRANCH @ DIVERSION WEIR,CEMENT C WEST BRANCH,55,388725.000,5824638.000,NULL,-37.718631610,145.737431700,NULL,1,280.000,1,N,N,0,2002-05-24,2006-02-20,229,.00000
229289,LITTLE YARRA RIVER AT CORDUROY ROAD,LITTLE YARRA,55,377072.000,5817984.000,MGA94,-37.777200000,145.604000000,GDA94,NULL,.000,NULL,N,N,1,1998-01-01,NULL,229,NULL
229294,BIG PATS CREEK AT SMALL TRACK OFF MISSISSIPI CREEK ROAD,YABPA0063,55,389179.139,5820855.733,MGA94,-37.752900000,145.742000000,GDA94,NULL,.000,NULL,N,N,1,2020-04-03,NULL,229,NULL
229295,BRUCES CREEK AT BEECH STREET,YABRC0076,55,334074.600,5846764.800,MGA94,-37.511200000,145.123000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229296,CORANDERRK CREEK AT HEALESVILLE-KOO WEE RUP ROAD,YACOR0033,55,369407.600,5827662.000,MGA94,-37.689000000,145.519000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229297,EDGARS CREEK AT MURRAY ROAD,YAEDG0039,55,321674.100,5821800.100,MGA94,-37.733700000,144.976000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229298,MCMAHONS CREEK AT WOODS POINT ROAD,YAMCM0059,55,396958.300,5826674.600,MGA94,-37.701400000,145.831000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229299,NEW CHUM CREEK AT ROAD 11 OFF MYERS CREEK ROAD,YANEW0050,55,369351.100,5833771.900,MGA94,-37.633900000,145.519000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229416,OLINDA CREEK UPSTREAM HULL ROAD,YAOLI0037,55,355701.000,5817544.200,MGA94,-37.778100000,145.361000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229417,SCOTCHMAN CREEK AT GOLFERS DRIVE,YASCO0018,55,331022.800,5806195.000,MGA94,-37.876100000,145.079000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229418,STARVATION CREEK UPSTREAM WOODS POINT ROAD,YASTA0047,55,394258.100,5825112.300,MGA94,-37.715100000,145.800000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229419,YARRA RIVER AT SPADONIS RESERVE COLDSTREAM,YAYAR2151,55,354512.000,5828284.000,MGA94,-37.681100000,145.350000000,GDA94,NULL,.000,NULL,N,N,1,1994-01-01,NULL,229,NULL
229420,YARRA RIVER AT PRINCES BRIDGE,YAYAR3884,55,321168.000,5812297.000,MGA94,-37.819200000,144.968000000,GDA94,NULL,.000,NULL,N,N,1,1994-01-01,NULL,229,NULL
229421,O'SHANNASSY RIVER UPSTREAM CONFLUENCE WITH YARRA,YAOSH0127,55,392907.300,5825898.500,MGA94,-37.707900000,145.785000000,GDA94,NULL,.000,NULL,N,N,1,2007-01-01,NULL,229,NULL
229601,DIAMOND CREEK AT MAIN ROAD ELTHAM,DIAMOND @ ELTHAM,55,336300.000,5822300.000,MGA94,-37.732000000,145.142000000,GDA94,NULL,.000,NULL,N,N,1,1973-05-23,NULL,229,NULL
229603,MERRI CREEK @ COOPER STREET SOMERTON,MERRI CREEK SOMERTON,55,321050.000,5831350.000,AMG66,-37.647451890,144.971571800,AGD66,1,.000,1,N,N,0,1975-02-01,1986-01-02,229,NULL
229608,WATSONS CREEK AT KANGAROO GROUND,WATSONS C-KANGAROO G,55,347051.345,5825831.419,MGA94,-37.702000000,145.265000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229614,PLENTY RIVER @ LOWER PLENTY,PLENTY @ PLENTY,55,333237.300,5822411.300,MGA94,-37.730269440,145.107600000,GDA94,9,38.000,9,N,N,0,1977-07-04,2000-09-01,229,NULL
229625,GARDINERS CREEK DOWNSTREAM HIGH STREET ROAD ASHWOOD,GARDINERS CK-ASHWOOD,55,332878.438,5807151.398,MGA94,-37.867800000,145.100000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-09,NULL,229,NULL
229627,MERRI CREEK AT SUMMERHILL ROAD CRAIGIEBURN,MERRI CK-CRAIGIEBURN,55,320295.281,5839446.881,MGA94,-37.574500000,144.965000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-01,NULL,229,NULL
229643,MOONEE PONDS CREEK UPSTREAM MT ALEXANDER RD FLEMINGTON,MOONEE PONDS-FLEMN,55,318504.284,5816427.196,MGA94,-37.781500000,144.939000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-24,NULL,229,NULL
229648,MULLUM MULLUM CREEK @ DONCASTER EAST,MULLUM MULLUM DONC.E,55,339300.000,5820100.000,NULL,-37.752175610,145.175854600,NULL,1,.000,1,N,N,0,1996-11-19,1997-11-25,229,.00000
229651,DEEP CREEK @ ROAD 5,DEEP CREEK ROAD 5,55,396133.300,5837714.100,NULL,-37.601666670,145.823333300,NULL,1,.000,1,N,N,0,1978-03-23,1984-03-01,229,39.00000
229653,YARRA RIVER @ YARRA GRANGE,YARRA @ YARRA GRANGE,55,365590.000,5830000.000,AMG66,-37.667216330,145.476000600,AGD66,1,.000,1,N,N,0,1978-04-27,2000-12-05,229,1786.00000
229656,PAUL CREEK @ AQUEDUCT,PAUL CREEK,55,361009.900,5834794.700,NULL,-37.623333330,145.425000000,NULL,1,.000,1,N,N,0,1978-10-11,1984-06-01,229,21.00000
229660,ELSTER CREEK AT HEAD STREET ELSTERNWICK,ELSTER CK-ELSTERNWCK,55,324318.011,5804152.769,MGA94,-37.893200000,145.002000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-09,NULL,229,NULL
229665,MOONEE PONDS CREEK AT JACANA RETARDING BASIN JACANA,MOONEE PONDS-JACANA,55,315123.804,5825722.209,MGA94,-37.697100000,144.903000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-27,NULL,229,NULL
229670,BLACKBURN LAKE @ BLACKBURN,NULL,55,338263.700,5811910.300,MGA94,-37.825770000,145.162270000,WGS84,1,NULL,NULL,N,N,0,1977-05-19,1998-09-01,229,NULL
229671,WOORI YALLOCK CREEK UPSTREAM WARBURTON HIGHWAY,WYC-WARBURTON HWY,55,368700.000,5817900.000,MGA94,-37.776800000,145.509000000,GDA94,NULL,.000,NULL,N,N,1,1989-08-31,NULL,229,NULL
229677,SHEPHERD CREEK D/S HEALESVILLE KOOWEERUP RD NANGANA,SHEPHERD CK-NANGANA,55,370788.700,5807980.100,MGA94,-37.866500000,145.531000000,GDA94,NULL,.000,NULL,N,N,1,1993-05-20,NULL,229,NULL
229678,MCCRAE CREEK AT YELLINGBO,MCCRAE CK-YELLINGBO,55,368953.029,5812745.581,MGA94,-37.823300000,145.511000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-03,NULL,229,NULL
229685,WOORI YALLOCK CREEK AT MACCLESFIELD ROAD,W'YALLOCK M'FIELD RD,55,368235.040,5813599.800,MGA94,-37.815500000,145.503000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-03,NULL,229,NULL
229697,JUMPING CREEK AT JUMPING CREEK ROAD BRIDGE,JUMPING CREEK,55,345188.209,5821723.028,MGA94,-37.738700000,145.243000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-07,NULL,229,NULL
229701,LILYDALE TIP SPOON DRAIN @ NORTH SITE,LILYDALE TIP DR NTH,55,358800.000,5821700.000,NULL,-37.740977860,145.397429800,NULL,1,.000,1,N,N,0,1994-02-23,2001-04-04,229,.00000
229702,LILYDALE TIP SPOON DRAIN @ SOUTH SITE,LILYDALE TIP DR STH,55,358800.000,5821600.000,NULL,-37.741878830,145.397410400,NULL,1,.000,1,N,N,0,1994-02-23,1997-02-17,229,.00000
229800,RAINGAUGE (DANDENONG ROAD) @ CARNEGIE,R.G. DANDENONG RD,55,328800.000,5805100.000,NULL,-37.885390140,145.053180800,NULL,1,.000,1,N,N,0,1995-03-17,1995-12-08,229,.00000
229801,RAINGAUGE (E.E. GUNN RESERVE) @ ORMOND,R.G. ORMOND,55,327500.000,5803500.000,NULL,-37.899557170,145.038023000,NULL,1,.000,1,N,N,0,1995-03-20,1995-12-08,229,.00000
229802,RAINGAUGE (XAVIER PREP. SCHOOL) @ BRIGHTON,R.G. BRIGHTON,55,323400.000,5800200.000,NULL,-37.928495360,144.990607800,NULL,1,.000,1,N,N,0,1995-03-20,1995-12-08,229,.00000
229803,RAINGAUGE (BLACK SPUR) SITE 10E NTH MAROONDAH OFF RD 24,R.G. BLACK SPUR,55,379428.900,5838557.300,MGA94,-37.592030560,145.634280600,GDA94,9,587.000,9,N,N,0,1990-06-15,2003-06-19,229,.00000
229804,RAINGAUGE POLEY TOWER @ FIRE TOWER,R.G. POLEY TOWER,55,394300.000,5834800.000,AMG66,-37.627718250,145.802147900,NULL,1,.000,1,N,N,0,1987-05-01,2004-07-22,229,.00000
229808,RAINGAUGE (GLADYSDALE) OFF YARR JUNCTION-NOOJEE RD,R.G. GLADYSDALE,55,381050.000,5813100.000,AMG66,-37.821632530,145.648478500,NULL,1,.000,1,N,N,0,1987-05-01,2003-03-25,229,.00000
229809,RAINGAUGE (SUGARLOAF RES.) @ WEST SIDE MAIN WALL,SUGARLOAF RES R/G,55,348220.000,5829140.000,AMG66,-37.672255650,145.278949750,AGD66,1,.000,9,N,N,0,1981-02-12,2003-06-27,229,.00000
229812,RAINGAUGE (YARRA PORTAL) JUNCT. OF 32 - 9 RD BULK GAUGE,YARRA PORTAL R/G,55,415850.000,5823800.000,AMG66,-37.729077920,146.045059700,NULL,1,.000,1,N,N,0,1971-04-05,2003-06-24,229,.00000
230102,DEEP CREEK DOWNSTREAM BULLA ROAD BULLA,DEEP CK-BULLA,55,305959.103,5832806.445,MGA94,-37.631400000,144.801000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-27,NULL,230,NULL
230104,JACKSON CREEK @ SUNBURY,JACKSON SUNBURY,55,300500.000,5837900.000,AMG66,-37.584225810,144.740578400,AGD66,1,.000,1,N,N,0,1975-09-04,2005-07-11,230,337.00000
230105,MARIBYRNONG RIVER AT KEILOR,MARIBYRNONG R-KEILOR,55,309294.204,5822214.433,MGA94,-37.727500000,144.836000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-24,NULL,230,NULL
230112,STONY CREEK AT SPOTSWOOD,STONY CK-SPOTSWOOD,55,313416.560,5811528.296,MGA94,-37.824600000,144.880000000,GDA94,NULL,.000,NOT,NULL,NUL,0,NULL,NULL,230,NULL
230200,MARIBYRNONG RIVER @ KEILOR,MARIBYRNONG @ KEILOR,55,309336.000,5822178.000,UTM,-37.727706090,144.836476100,WGS84,9,29.000,9,Y,N,1,1907-05-20,NULL,230,1303.00000
230201,DEEP CREEK @ BULLA (ABOVE EMU CREEK JUNCTION),DEEP CREEK @ BULLA,55,305912.000,5832788.800,NULL,-37.631419000,144.800474000,NULL,1,.000,1,N,N,0,1908-01-28,1954-09-30,230,673.00000
230202,JACKSON CREEK @ SUNBURY,JACKSON CK @ SUNBURY,55,300626.000,5838015.000,UTM,-37.583217370,144.742035640,WGS84,9,.000,1,Y,N,1,1908-02-01,NULL,230,337.00000
230203,EMU CREEK @ SUNBURY,ENU @ SUNBURY,55,302801.500,5838054.200,NULL,-37.583333330,144.766666700,NULL,1,.000,1,N,N,0,1908-02-01,1954-09-30,230,163.00000
230204,RIDDELLS CREEK @ RIDDELLS CREEK,RIDDELLS @ RIDELLS,55,294125.000,5851007.000,UTM,-37.464778760,144.672105400,WGS84,9,.000,1,Y,N,1,1933-09-14,NULL,230,79.00000
230205,DEEP CREEK @ BULLA (D/S OF EMU CREEK JUNCT.),DEEP @ BULLA,55,305956.000,5832795.000,UTM,-37.631372000,144.800973700,WGS84,9,99.000,9,Y,Y,1,1955-06-21,NULL,230,865.00000
230206,JACKSON CREEK @ GISBORNE,JACKSON @ GISBORNE,55,285340.000,5849609.000,UTM,-37.475370480,144.572443200,WGS84,9,433.000,1,Y,N,1,1960-05-09,NULL,230,96.00000
230207,MARIBYRNONG RIVER @ ARUNDEL,MARIBYRNON @ ARUNDEL,55,308987.900,5825246.100,NULL,-37.700000000,144.833333300,NULL,1,.000,1,N,N,0,1963-04-08,1966-03-31,230,1290.00000
230208,DEEP CREEK @ DARRAWEIT GUIM,DEEP CREEK,55,312949.900,5858272.700,NULL,-37.403333330,144.886666700,NULL,1,.000,1,N,N,0,1963-09-11,1966-02-10,230,350.00000
230209,BARRINGO CREEK @ BARRINGO (U/S OF DIVERSION),BARRINGO CREEK,55,289900.000,5856928.000,UTM,-37.410503870,144.626055100,WGS84,9,.000,1,Y,Y,1,1966-06-16,NULL,230,6.00000
230210,SALTWATER CREEK @ BULLENGAROOK,SALTWATER @ BULLEN.,55,281073.000,5849889.000,UTM,-37.471848020,144.524312400,WGS84,9,469.000,9,Y,N,1,1968-05-08,NULL,230,39.00000
230211,EMU CREEK @ CLARKEFIELD,EMU @ CLARKEFIELD,55,300499.500,5851001.100,MGA94,-37.466230000,144.744130000,GDA94,1,.000,1,N,N,0,1970-04-20,2006-02-01,230,93.00000
230212,BARRINGO CREEK @ BARRINGO (DS OF DIVERSION WEIR),BARRINGO @ BARRINGO,55,289247.800,5855672.100,NULL,-37.421666670,144.618333300,NULL,1,.000,1,N,N,0,1970-08-24,1992-02-06,230,11.00000
230213,TURRITABLE CREEK @ MOUNT MACEDON,TURRITABLE @ MACEDON,55,286273.000,5855903.000,UTM,-37.418904970,144.584809600,WGS84,9,.000,1,Y,N,1,1970-08-24,NULL,230,15.00000
230214,WILLIMIGONGON CREEK @ MOUNT MACEDON,WILLIMIGONGON MACEDO,55,286450.000,5856100.000,ANG,-37.417171670,144.586865100,AGD66,1,.000,1,N,N,0,1970-08-24,1992-03-23,230,11.00000
230216,JACKSON CREEK @ ROSSLYNNE RESERVOIR (HEAD GAUGE),JACKSON @ ROSSLYNNE,55,285027.660,5849664.285,AMG66,-37.474800000,144.568930000,WGS84,1,.000,1,N,N,0,1974-05-13,1997-06-16,230,NULL
230217,GARDEN HUT CREEK @ U/S OF LANCEFIELD RESERVIOR,GARDEN @ US LANCE.,55,290800.000,5867700.000,AMG66,-37.313693170,144.639259100,AGD66,NULL,.000,NULL,y,N,1,1977-07-20,NULL,230,NULL
230218,BOLINDA CREEK @ MOUNT ELIZA,BOLINDA @ MT. ELIZA,55,295016.300,5861182.400,AMG66,-37.373333330,144.685000000,AGD66,1,.000,NULL,y,N,1,1991-11-12,NULL,230,NULL
230219,BOYD CREEK @ DARRAWEIT GUIM,BOYD @ DARRAWEIT,55,313800.000,5859300.000,NULL,-37.394251110,144.896524400,NULL,1,.000,1,N,N,0,1978-03-03,1998-10-14,230,135.00000
230220,JACKSON CREEK @ CLARKFIELD,JACKSON CK CLARKF'LD,55,300131.400,5848280.900,MGA94,-37.490780000,144.739220000,GDA94,9,.000,NULL,y,N,1,2004-02-18,NULL,230,NULL
230221,SALTWATER CREEK @ SALTWATER ROAD,SALTWATER @ SALTWATR,55,273468.000,5849705.600,NULL,-37.471666670,144.438333300,NULL,1,.000,1,N,N,0,1983-08-16,1984-07-02,230,5.00000
230222,GISBORNE CREEK  U/S OF ROSSLYNNE RESERVOIR,GISBORNE U/S ROSSLYN,55,281700.000,5851100.000,AMG66,-37.461090920,144.531755400,AGD66,1,.000,1,N,N,0,1983-08-15,2010-07-08,230,16.00000
230223,SLATY CREEK @ ROSSLYNNE RESERVOIR,SLATY CK @ ROSSLYNNE,55,284400.000,5851400.000,AMG66,-37.459022810,144.562345700,AGD66,1,.000,1,N,N,0,1983-08-16,2010-07-08,230,17.00000
230224,BARRINGO CREEK @ SANATORIUM LAKE,BARRINGO @ SANATORIU,55,288978.700,5860476.900,NULL,-37.378333330,144.616666700,NULL,1,.000,1,N,N,0,1983-09-13,1984-07-02,230,.00000
230225,GISBORNE CREEK @ BURNT MILL EAST ROAD,GISBORNE @ BURNT MIL,55,278661.700,5854102.200,NULL,-37.433333330,144.498333300,NULL,1,.000,1,N,N,0,1983-08-15,1984-07-02,230,3.00000
230226,SLATY CREEK @ BLACKWOOD ROAD,SLATY @ BLACKWOOD,55,283150.000,5853900.000,AMG66,-37.436216890,144.548959600,AGD66,1,.000,1,N,N,0,1983-08-15,2010-07-06,230,9.00000
230227,MAIN CREEK @ KERRIE,MAIN CK @ KERRIE,55,292900.000,5858600.000,AMG66,-37.396121060,144.660394900,AGD66,NULL,.000,NULL,Y,N,1,1989-12-04,NULL,230,NULL
230228,LONG GULLY CREEK @ LANCEFIELD,LONG GULLY CREEK,55,294940.400,5876354.700,NULL,-37.236666670,144.688333300,NULL,1,.000,1,N,N,0,1992-01-24,1995-11-02,230,7.00000
230229,UNNAMED CREEK @ COBAW,UNNAMED CK @ COBAW,55,290730.800,5873104.800,NULL,-37.265000000,144.640000000,NULL,1,.000,1,N,N,0,1992-01-21,1995-11-02,230,11.00000
230230,JACKSONS CREEK AT ORGAN PIPES,JACKSONS-ORGAN PIPES,55,302870.916,5829002.853,MGA94,-37.665000000,144.765000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-27,NULL,230,NULL
230231,WILLIMIGONGON CK @ MT MACEDON-ANZAC RD,WILLIMIGONGON CK,55,286986.400,5858152.500,MGA94,-37.398940000,144.593500000,GDA94,1,.000,NULL,Y,N,1,1992-03-23,NULL,230,NULL
230232,DEEP CREEK @ BOLINDA,DEEP CK @ BOLINDA,55,306826.000,5855493.000,UTM,-37.427114150,144.816796100,WGS84,9,.000,1,Y,Y,1,1993-02-24,NULL,230,315.00000
230233,JACKSON CREEK @ GISBORNE TREATMENT PLANT,JACKSON CK TREAT.PL.,55,289235.500,5848322.800,MGA94,-37.487980560,144.616080600,GDA94,NULL,.000,NULL,y,N,1,1993-03-24,NULL,230,NULL
230235,MARIBYRNONG RIVER AT AVONDALE HEIGHTS CANNING ST FORD,AVONDALE HEIGHTS,55,310723.836,5817562.086,MGA94,-37.769700000,144.851000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-24,NULL,230,NULL
230236,STEELE CREEK AT ROSEHILL ROAD KEILOR EAST,STEELE CK-KEILOR E,55,313309.866,5820119.148,MGA94,-37.747200000,144.881000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-24,NULL,230,NULL
230238,MARIBYRNONG RIVER AT ARUNDEL ROAD,MAMAR1294,55,309055.798,5824895.753,MGA94,-37.703300000,144.834000000,GDA94,NULL,.000,NOT,NULL,NUL,0,2020-04-27,NULL,230,NULL
230239,STONEY CREEK U/S ORD HILL RESERVOIR,STONEY C ORD HILL RE,55,287666.400,5859697.800,MGA94,-37.385180000,144.601620000,GDA94,NULL,.000,NULL,y,N,1,2002-04-30,NULL,230,NULL
230240,JACKSON CREEK @ SALESIAN COLLEGE SUNBURY,JACKSON CK SALESIAN,55,300140.000,5839340.000,ANG,-37.571178420,144.736896900,AGD66,NULL,.000,NULL,y,N,1,2004-02-13,NULL,230,NULL
